OrderID,OrderDate,CustomerID,ProductID,Quantity
72,5/25/2014,10,36,1
73,5/25/2014,11,25,3
74,5/26/2014,17,16,3
75,5/27/2014,3,27,2
76,5/27/2014,2,44,1
77,5/28/2014,18,44,3
78,5/30/2014,14,72,1
79,5/30/2014,16,39,3
80,5/30/2014,8,85,1
81,,2,75,2
82,6/3/2014,7,60,1
83,6/3/2014,20,53,1
84,6/5/2014,11,67,2
85,6/5/2014,20,65,1
86,6/6/2014,6,94,1
87,6/8/2014,14,44,3
88,6/9/2014,6,58,1
89,,9,59,3
90,6/13/2014,13,84,1
91,6/14/2014,16,16,3
92,6/15/2014,2,58,3
93,6/15/2014,4,73,1
94,6/16/2014,19,59,2
95,6/16/2014,12,84,3
96,6/17/2014,3,92,3
97,6/17/2014,12,34,2
98,6/18/2014,12,34,3
99,6/18/2014,1,64,2
100,6/18/2014,10,24,1
101,6/18/2014,12,31,3
102,6/18/2014,8,73,1
103,6/20/2014,19,78,1
104,6/22/2014,11,16,3
105,6/23/2014,4,50,2
106,6/24/2014,14,85,2
107,6/27/2014,16,56,2
108,6/27/2014,4,25,1
109,6/27/2014,13,90,2
110,6/27/2014,3,72,2
111,6/28/2014,3,39,2
112,6/28/2014,15,10,1
113,6/29/2014,15,15,3
114,6/29/2014,3,75,1
115,6/29/2014,10,4,2
116,6/29/2014,8,47,2
117,6/30/2014,15,34,3
118,6/30/2014,13,10,2
119,6/30/2014,17,79,2
120,7/1/2014,19,72,3
121,7/2/2014,5,5,2
122,7/4/2014,13,7,3
123,7/4/2014,20,22,1
124,7/4/2014,10,2,2
125,7/5/2014,11,3,3
126,7/5/2014,16,45,3
127,7/7/2014,18,91,1
128,7/9/2014,11,41,2
129,7/12/2014,2,39,1
130,7/14/2014,1,56,3
131,7/14/2014,4,59,3
132,7/15/2014,11,67,3
133,7/15/2014,9,29,3
134,7/15/2014,6,37,2
135,7/16/2014,4,38,1
136,7/16/2014,15,36,3
137,7/17/2014,15,66,1
138,7/17/2014,8,61,2
139,7/17/2014,8,2,3
140,7/17/2014,17,78,1
141,7/17/2014,11,14,3
142,,17,88,1
143,7/18/2014,14,16,1
144,7/18/2014,9,49,3
145,7/18/2014,5,69,3
146,7/19/2014,17,16,1
147,7/19/2014,8,68,3
148,7/20/2014,3,69,2
149,,8,73,1
150,7/21/2014,2,45,3
151,7/21/2014,18,77,2
152,7/23/2014,10,93,2
153,7/23/2014,17,50,3
154,7/24/2014,20,14,1
155,7/25/2014,1,52,3
156,7/25/2014,19,6,3
157,7/27/2014,9,56,2
158,,14,37,3
159,7/27/2014,9,90,3
160,7/28/2014,4,65,1
161,7/28/2014,18,58,2
162,7/28/2014,9,24,2
163,7/29/2014,17,41,2
164,7/29/2014,13,50,2
165,7/30/2014,4,93,3
166,7/30/2014,16,82,3
167,7/31/2014,8,13,3
168,8/2/2014,13,42,1
169,8/2/2014,8,90,2
170,8/2/2014,12,14,1
171,8/4/2014,7,9,1
172,8/4/2014,15,27,2
173,8/4/2014,17,92,2
174,8/6/2014,19,38,1
175,8/6/2014,20,87,3
176,8/6/2014,6,1,1
177,8/6/2014,20,67,2
178,8/6/2014,2,52,3
179,8/7/2014,20,68,1
180,8/7/2014,19,56,2
181,8/7/2014,13,81,3
182,8/7/2014,5,72,2
183,8/7/2014,9,16,2
184,8/8/2014,5,51,2
185,8/8/2014,2,24,1
186,8/8/2014,6,35,1
187,8/9/2014,20,11,3
188,8/9/2014,10,3,2
189,8/11/2014,14,64,1
190,8/11/2014,12,6,2
191,,17,70,1
192,8/11/2014,13,60,2
193,8/13/2014,18,68,2
194,8/13/2014,17,62,1
195,8/13/2014,8,36,1
196,8/14/2014,12,71,2
197,8/14/2014,12,54,2
198,8/14/2014,13,52,1
199,8/14/2014,20,58,3
200,8/15/2014,16,25,2
201,8/15/2014,14,27,3
202,8/17/2014,10,5,1
203,8/18/2014,18,11,2
204,8/19/2014,15,65,2
205,8/19/2014,1,42,3
206,8/20/2014,18,2,2
207,8/21/2014,7,53,1
208,8/21/2014,4,8,1
209,8/23/2014,2,63,1
210,8/24/2014,1,3,3
211,8/27/2014,17,75,3
212,8/28/2014,3,36,2
213,8/28/2014,3,33,3
214,8/28/2014,14,58,3
215,8/29/2014,5,39,1
216,8/31/2014,3,54,2
217,9/1/2014,19,81,1
218,9/1/2014,17,94,2
219,9/1/2014,1,2,3
220,9/4/2014,12,36,2
221,9/5/2014,1,53,3
222,9/5/2014,10,22,2
223,9/5/2014,1,6,3
224,9/6/2014,3,72,1
225,9/6/2014,2,9,1
226,9/6/2014,8,80,3
227,9/6/2014,7,46,1
228,9/8/2014,8,71,2
229,9/10/2014,15,30,2
230,9/11/2014,4,39,2
231,9/11/2014,3,36,1
232,9/13/2014,10,29,1
233,,9,64,1
234,9/14/2014,13,58,1
235,9/14/2014,1,5,1
236,9/14/2014,20,74,3
237,9/15/2014,7,33,2
238,9/15/2014,4,36,3
239,9/15/2014,17,34,3
240,,3,67,1
241,,20,93,1
242,,2,69,2
243,9/18/2014,7,53,2
244,9/18/2014,16,40,1
245,9/19/2014,19,15,3
246,9/19/2014,16,92,1
247,9/19/2014,16,39,1
248,9/19/2014,16,19,2
249,9/20/2014,5,49,3
250,9/20/2014,14,50,2
251,9/21/2014,14,66,1
252,9/22/2014,14,30,1
253,9/23/2014,5,12,3
254,9/23/2014,7,31,1
255,9/25/2014,11,78,3
256,9/25/2014,9,42,1
257,9/26/2014,20,65,2
258,,6,61,2
259,9/28/2014,5,89,2
260,9/28/2014,14,47,2
261,9/28/2014,17,38,2
262,9/30/2014,12,19,2
263,10/3/2014,12,37,2
264,10/3/2014,13,55,2
265,10/3/2014,14,2,2
266,10/4/2014,8,91,1
267,10/6/2014,10,55,1
268,10/6/2014,5,55,2
269,10/6/2014,7,49,3
270,10/8/2014,8,81,2
271,10/9/2014,10,86,2
272,10/11/2014,9,38,2
273,10/12/2014,12,58,3
274,10/12/2014,5,49,1
275,10/13/2014,8,72,3
276,10/13/2014,19,91,2
277,10/14/2014,12,75,2
278,10/14/2014,1,84,1
279,10/16/2014,6,51,3
280,10/18/2014,5,5,2
281,10/18/2014,14,44,1
282,10/18/2014,20,6,2
283,10/18/2014,3,61,2
284,10/18/2014,15,17,3
285,10/18/2014,7,44,2
286,10/18/2014,13,93,1
287,10/19/2014,18,21,3
288,10/20/2014,16,48,2
289,10/20/2014,10,40,2
290,10/21/2014,11,9,1
291,10/21/2014,10,12,1
292,10/22/2014,8,90,3
293,10/24/2014,12,38,2
294,10/24/2014,19,63,3
295,10/24/2014,18,51,2
296,10/25/2014,16,70,3
297,10/27/2014,18,61,2
298,10/29/2014,12,14,1
299,10/29/2014,4,4,2
300,10/31/2014,20,80,3
301,10/31/2014,20,33,1
302,11/1/2014,17,65,2
303,11/1/2014,16,35,3
304,11/3/2014,8,67,1
305,11/5/2014,4,47,2
306,11/6/2014,10,87,3
307,11/6/2014,19,77,1
308,11/6/2014,12,27,3
309,11/6/2014,12,60,1
310,11/8/2014,5,79,2
311,11/10/2014,17,4,3
312,11/14/2014,7,15,2
313,11/15/2014,5,61,1
314,11/15/2014,15,38,1
315,11/15/2014,20,75,3
316,11/15/2014,9,34,1
317,11/15/2014,13,94,1
318,11/15/2014,15,69,3
319,11/16/2014,3,9,2
320,11/17/2014,3,43,1
321,11/18/2014,18,21,3
322,11/18/2014,18,18,1
323,11/18/2014,15,73,2
324,11/18/2014,12,18,1
325,11/18/2014,18,23,1
326,11/18/2014,18,67,2
327,11/18/2014,1,34,1
328,11/19/2014,9,8,2
329,11/20/2014,10,84,3
330,11/20/2014,14,61,2
331,11/20/2014,10,91,1
332,11/21/2014,5,55,1
333,11/21/2014,18,12,1
334,11/21/2014,4,8,2
335,11/21/2014,12,63,3
336,11/22/2014,6,43,3
337,11/23/2014,8,18,1
338,11/26/2014,5,62,3
339,11/27/2014,7,14,2
340,11/27/2014,17,36,3
341,11/29/2014,19,29,3
342,11/29/2014,4,8,2
343,11/29/2014,3,18,1
344,11/30/2014,12,69,1
345,11/30/2014,20,42,1
346,11/30/2014,5,84,1
347,,8,85,2
348,,2,24,1
349,,7,81,1
350,,20,54,3
351,,8,5,1
352,,2,3,1
353,,5,39,1
354,,16,34,1
355,,5,76,2
356,,16,28,3
357,,11,61,1
358,,13,42,1
359,12/6/2014,9,46,1
360,12/6/2014,6,24,3
361,12/8/2014,7,72,2
362,12/8/2014,2,21,3
363,12/9/2014,12,88,2
364,12/10/2014,20,25,1
365,12/10/2014,16,2,2
366,12/10/2014,4,16,3
367,12/12/2014,15,61,3
368,12/12/2014,3,89,2
369,12/15/2014,7,38,3
370,12/15/2014,6,3,1
371,12/15/2014,17,64,2
372,12/17/2014,9,67,2
373,12/18/2014,6,27,3
374,12/18/2014,9,17,3
375,12/18/2014,4,63,2
376,12/18/2014,10,52,2
377,12/18/2014,16,9,1
378,12/21/2014,5,41,3
379,12/21/2014,2,4,3
380,12/22/2014,9,65,2
381,12/23/2014,16,90,1
382,12/23/2014,8,70,1
383,12/24/2014,20,47,1
384,12/24/2014,9,87,1
385,12/25/2014,15,45,3
386,12/25/2014,6,7,1
387,12/25/2014,20,33,3
388,12/26/2014,20,62,3
389,12/26/2014,8,16,1
390,12/27/2014,14,64,2
391,12/28/2014,7,74,1
392,12/28/2014,2,90,3
393,12/29/2014,8,22,3
394,12/29/2014,4,36,3
395,12/30/2014,9,26,2
396,12/31/2014,8,22,3
397,12/31/2014,8,55,1
398,1/1/2015,4,60,3
399,1/1/2015,12,13,2
400,1/1/2015,11,7,2
401,1/1/2015,7,94,1
402,1/1/2015,16,93,1
403,1/1/2015,13,76,2
404,1/1/2015,9,35,1
405,1/1/2015,2,73,1
406,1/2/2015,20,57,2
407,1/2/2015,9,6,1
408,1/2/2015,13,51,3
409,1/2/2015,13,56,1
410,1/2/2015,15,32,3
411,1/3/2015,16,30,1
412,1/3/2015,17,29,1
413,1/3/2015,11,49,3
414,1/3/2015,9,46,2
415,1/3/2015,11,76,1
416,1/3/2015,15,59,3
417,1/3/2015,8,16,1
418,1/3/2015,14,5,1
419,1/3/2015,11,12,1
420,1/3/2015,19,93,2
421,1/3/2015,19,48,3
422,1/3/2015,13,75,2
423,1/4/2015,4,22,1
424,1/4/2015,8,15,3
425,1/4/2015,14,45,1
426,1/4/2015,7,76,3
427,1/4/2015,1,87,2
428,1/5/2015,14,23,2
429,1/5/2015,9,83,3
430,1/5/2015,6,67,3
431,1/6/2015,17,87,2
432,1/6/2015,19,36,1
433,1/6/2015,1,88,2
434,1/6/2015,11,36,2
435,1/6/2015,8,25,2
436,1/6/2015,13,44,3
437,1/6/2015,1,78,3
438,1/6/2015,7,30,3
439,1/6/2015,5,78,2
440,1/7/2015,20,54,3
441,1/7/2015,6,19,3
442,1/7/2015,16,30,2
443,1/7/2015,18,29,3
444,1/7/2015,10,3,3
445,1/8/2015,3,67,1
446,1/8/2015,18,44,2
447,1/8/2015,11,10,3
448,1/8/2015,8,85,1
449,1/8/2015,11,61,2
450,1/8/2015,14,53,1
451,1/8/2015,5,4,3
452,1/8/2015,12,55,2
453,1/8/2015,7,41,3
454,1/9/2015,20,10,2
455,1/9/2015,2,59,3
456,1/9/2015,5,73,2
457,1/10/2015,2,90,1
458,1/10/2015,20,22,2
459,1/10/2015,17,80,2
460,1/10/2015,4,15,1
461,1/10/2015,8,53,1
462,1/10/2015,20,18,3
463,1/10/2015,19,2,2
464,1/10/2015,19,83,3
465,1/11/2015,1,15,2
466,1/11/2015,8,6,2
467,1/11/2015,18,48,3
468,1/12/2015,1,14,2
469,1/12/2015,11,47,3
470,1/12/2015,6,46,2
471,1/12/2015,12,73,2
472,1/12/2015,19,77,3
473,1/12/2015,11,81,3
474,1/13/2015,8,19,2
475,1/13/2015,13,91,2
476,1/14/2015,4,89,1
477,1/14/2015,2,14,2
478,1/14/2015,9,25,1
479,1/14/2015,8,80,1
480,1/14/2015,16,24,2
481,1/14/2015,7,28,3
482,1/14/2015,6,83,3
483,1/14/2015,3,42,1
484,1/15/2015,20,10,1
485,1/15/2015,14,69,3
486,1/15/2015,13,37,2
487,1/15/2015,5,73,1
488,1/16/2015,8,1,1
489,1/16/2015,2,26,1
490,1/16/2015,16,83,3
491,1/16/2015,20,34,1
492,1/16/2015,13,1,1
493,1/17/2015,19,94,1
494,1/17/2015,10,11,3
495,1/17/2015,13,8,2
496,1/17/2015,20,38,1
497,1/18/2015,13,44,1
498,1/18/2015,20,25,1
499,1/18/2015,18,73,1
500,1/18/2015,12,12,1
501,1/18/2015,15,22,1
502,1/18/2015,10,17,1
503,1/19/2015,7,33,2
504,1/19/2015,7,53,1
505,1/19/2015,10,40,2
506,1/19/2015,12,46,1
507,1/20/2015,13,25,2
508,1/20/2015,15,83,2
509,1/20/2015,17,61,1
510,1/20/2015,17,68,1
511,1/20/2015,19,48,1
512,1/20/2015,2,66,2
513,1/21/2015,7,45,1
514,1/21/2015,11,80,3
515,1/21/2015,9,5,3
516,1/21/2015,7,33,3
517,1/21/2015,8,52,2
518,1/21/2015,3,60,1
519,1/21/2015,4,64,3
520,1/22/2015,6,36,1
521,1/22/2015,10,40,2
522,1/22/2015,2,70,3
523,1/22/2015,8,83,2
524,1/22/2015,3,69,1
525,1/22/2015,2,64,3
526,1/22/2015,9,58,2
527,1/22/2015,13,86,1
528,1/22/2015,4,41,2
529,1/23/2015,9,92,3
530,1/23/2015,5,68,1
531,1/23/2015,3,75,3
532,1/23/2015,13,33,3
533,1/23/2015,10,75,3
534,1/23/2015,1,64,3
535,1/24/2015,8,78,3
536,1/24/2015,7,3,3
537,1/24/2015,16,60,2
538,1/24/2015,5,61,3
539,1/24/2015,5,69,1
540,1/24/2015,10,68,3
541,1/24/2015,1,63,3
542,1/24/2015,8,92,3
543,1/24/2015,8,4,2
544,1/24/2015,15,74,3
545,1/24/2015,18,68,3
546,1/24/2015,9,47,3
547,1/24/2015,10,39,1
548,1/24/2015,19,94,2
549,1/25/2015,5,6,2
550,1/25/2015,10,63,2
551,1/25/2015,4,41,1
552,1/25/2015,9,65,3
553,1/25/2015,9,91,3
554,1/25/2015,13,43,1
555,1/25/2015,16,7,2
556,1/26/2015,17,74,2
557,1/26/2015,15,26,2
558,1/26/2015,2,45,2
559,1/26/2015,6,61,3
560,1/26/2015,2,73,1
561,1/27/2015,20,93,2
562,1/27/2015,5,19,3
563,1/27/2015,2,81,2
564,1/27/2015,18,40,1
565,1/27/2015,3,52,3
566,1/27/2015,8,29,1
567,1/27/2015,19,4,3
568,1/27/2015,18,20,1
569,1/28/2015,18,28,1
570,1/28/2015,10,58,3
571,1/28/2015,18,36,3
572,1/28/2015,5,44,1
573,1/28/2015,2,5,1
574,1/28/2015,7,67,1
575,1/28/2015,20,84,2
576,1/28/2015,7,43,2
577,1/29/2015,7,49,3
578,1/30/2015,13,52,1
579,1/30/2015,18,2,2
580,1/30/2015,16,78,3
581,1/30/2015,18,52,1
582,1/30/2015,5,53,2
583,1/30/2015,8,70,3
584,1/30/2015,2,21,3
585,1/30/2015,3,9,1
586,1/31/2015,2,39,2
587,1/31/2015,18,71,3
588,1/31/2015,7,11,1
589,1/31/2015,11,7,3
590,1/31/2015,8,22,1
591,2/1/2015,1,12,2
592,2/1/2015,1,84,1
593,2/2/2015,2,61,3
594,2/2/2015,20,83,1
595,,6,31,1
596,,4,73,2
597,,4,37,2
598,,20,64,2
599,,14,88,2
600,2/3/2015,6,44,2
601,2/3/2015,3,56,3
602,2/3/2015,8,43,1
603,2/3/2015,5,58,3
604,2/3/2015,18,20,3
605,2/4/2015,17,31,2
606,2/4/2015,3,49,3
607,2/4/2015,9,5,3
608,2/4/2015,6,47,1
609,2/5/2015,10,85,3
610,2/5/2015,7,51,2
611,2/5/2015,11,12,2
612,2/5/2015,7,63,1
613,2/5/2015,4,82,1
614,2/5/2015,2,3,2
615,2/5/2015,3,24,1
616,2/6/2015,17,16,3
617,2/6/2015,10,43,1
618,2/7/2015,14,20,2
619,2/7/2015,19,51,2
620,2/8/2015,14,28,2
621,2/8/2015,20,80,2
622,2/8/2015,18,42,3
623,2/8/2015,20,34,3
624,2/8/2015,8,55,1
625,2/9/2015,9,62,1
626,2/9/2015,5,38,1
627,2/9/2015,5,17,1
628,2/9/2015,5,17,3
629,2/9/2015,13,31,3
630,2/10/2015,16,18,3
631,2/10/2015,9,29,3
632,2/10/2015,14,25,2
633,2/10/2015,8,1,3
634,2/10/2015,5,90,2
635,2/10/2015,15,66,1
636,2/10/2015,5,78,3
637,2/10/2015,4,32,2
638,2/10/2015,9,23,1
639,2/11/2015,13,3,1
640,2/11/2015,11,72,3
641,2/11/2015,16,42,2
642,2/11/2015,12,50,3
643,2/11/2015,11,25,2
644,2/11/2015,2,93,3
645,2/11/2015,18,88,2
646,2/12/2015,15,91,3
647,2/12/2015,20,20,1
648,2/12/2015,10,38,3
649,2/12/2015,18,44,2
650,2/12/2015,5,41,3
651,2/12/2015,3,31,3
652,2/12/2015,10,6,1
653,2/12/2015,7,23,1
654,2/13/2015,16,60,2
655,2/13/2015,4,13,3
656,2/13/2015,6,91,2
657,2/13/2015,13,72,1
658,2/13/2015,4,31,1
659,,18,50,2
660,,2,28,1
661,,20,22,2
662,,9,84,3
663,,12,32,2
664,,2,20,2
665,,2,74,3
666,,17,73,3
667,2/14/2015,6,15,2
668,2/14/2015,16,31,2
669,2/15/2015,5,34,1
670,2/15/2015,7,94,1
671,2/15/2015,8,69,2
672,2/15/2015,11,82,3
673,2/15/2015,3,66,2
674,2/15/2015,9,7,1
675,2/15/2015,4,75,3
676,2/15/2015,11,30,1
677,2/15/2015,17,15,1
678,2/15/2015,7,53,2
679,2/15/2015,14,40,3
680,2/15/2015,10,37,2
681,2/16/2015,20,78,1
682,2/16/2015,12,19,3
683,2/16/2015,7,92,2
684,2/16/2015,13,45,1
685,2/17/2015,18,91,1
686,2/17/2015,2,58,
687,2/17/2015,15,64,2
688,2/17/2015,8,11,3
689,2/17/2015,12,7,2
690,2/18/2015,10,86,
691,2/18/2015,4,60,1
692,2/18/2015,16,79,3
693,2/19/2015,1,2,3
694,2/19/2015,6,39,2
695,2/19/2015,1,33,
696,2/19/2015,7,76,1
697,2/19/2015,14,28,3
698,2/20/2015,6,7,3
699,2/20/2015,12,60,
699,2/20/2015,14,23,3
699,2/20/2015,19,49,1
702,2/20/2015,8,19,
703,2/20/2015,13,8,1
704,2/20/2015,15,63,2
705,2/20/2015,16,10,1
706,2/20/2015,5,39,3
707,2/20/2015,18,68,1
708,2/20/2015,7,1,3
709,2/20/2015,11,84,1
710,2/21/2015,13,93,2
711,2/21/2015,11,59,2
712,2/21/2015,17,25,1
713,2/21/2015,18,63,1
714,2/21/2015,2,22,3
715,2/21/2015,19,56,3
716,2/21/2015,20,82,2
717,2/21/2015,12,52,3
718,2/21/2015,20,78,2
719,2/21/2015,11,75,2
720,2/21/2015,15,92,3
721,2/21/2015,17,45,1
722,2/21/2015,12,89,1
723,2/22/2015,9,63,
724,2/22/2015,20,30,2
725,2/22/2015,4,66,3
726,2/22/2015,8,90,
727,2/22/2015,18,5,2
728,2/22/2015,6,7,1
729,2/22/2015,8,76,2
730,2/22/2015,5,51,3
731,2/22/2015,1,70,3
732,2/22/2015,9,14,2
733,2/22/2015,18,71,2
734,2/23/2015,20,52,3
735,2/23/2015,11,48,1
736,2/23/2015,7,10,1
737,2/24/2015,10,25,3
738,2/24/2015,8,35,3
739,2/24/2015,1,30,1
740,2/24/2015,1,90,2
741,2/24/2015,11,86,2
742,2/24/2015,20,75,1
743,2/24/2015,6,36,3
744,2/24/2015,20,87,
745,2/24/2015,14,16,3
746,2/24/2015,17,80,1
747,2/24/2015,1,31,3
748,2/24/2015,12,9,
749,2/24/2015,9,91,1
750,2/25/2015,1,84,1
751,2/25/2015,4,14,1
752,2/25/2015,7,5,1
753,2/25/2015,10,71,2
754,2/25/2015,13,78,3
755,2/26/2015,1,18,1
756,2/26/2015,15,68,2
757,2/26/2015,8,55,3
758,2/26/2015,13,68,3
759,2/26/2015,17,84,2
760,2/27/2015,19,29,3
761,2/27/2015,4,71,3
762,2/27/2015,7,65,2
763,2/27/2015,11,52,1
764,2/27/2015,5,73,3
765,2/27/2015,10,26,1
766,2/27/2015,8,8,2
767,2/27/2015,7,32,3
768,2/28/2015,8,73,1
769,2/28/2015,2,81,3
770,2/28/2015,10,,1
771,2/28/2015,10,,3
772,2/28/2015,11,,2
773,2/28/2015,14,,1
774,2/28/2015,11,,
775,2/28/2015,16,,3
776,3/1/2015,7,6,2
777,3/1/2015,20,85,2
778,3/1/2015,9,60,2
779,3/1/2015,15,63,
780,3/1/2015,13,,
781,3/1/2015,14,,2
782,3/1/2015,10,,3
783,3/1/2015,7,67,3
784,3/1/2015,12,53,3
785,3/2/2015,14,46,
786,3/2/2015,12,25,3
787,3/2/2015,15,76,2
788,3/2/2015,20,94,1
789,3/2/2015,17,42,2
790,3/2/2015,17,50,3
791,3/3/2015,16,47,2
792,3/3/2015,18,8,1
793,3/3/2015,6,,3
794,3/3/2015,11,76,3
795,3/3/2015,14,58,2
796,3/3/2015,6,47,1
797,3/3/2015,18,9,1
798,3/3/2015,7,41,3
799,3/3/2015,3,91,1
800,3/3/2015,5,70,3
801,3/4/2015,9,42,2
802,3/4/2015,19,19,3
803,3/4/2015,18,1,3
804,3/4/2015,2,37,1
805,3/5/2015,8,93,1
806,3/5/2015,11,,1
807,3/5/2015,15,91,2
808,3/6/2015,16,24,3
809,3/6/2015,16,56,3
810,3/6/2015,6,,3
811,3/6/2015,2,18,2
812,3/6/2015,11,91,3
813,3/6/2015,19,25,1
814,3/6/2015,10,78,3
815,3/6/2015,18,11,2
816,3/6/2015,5,61,3
817,3/7/2015,9,50,3
818,3/7/2015,1,32,2
819,3/7/2015,8,93,1
820,3/7/2015,14,,3
821,3/7/2015,10,85,1
822,3/8/2015,14,33,1
823,3/8/2015,10,75,1
824,3/8/2015,3,75,
825,3/8/2015,16,21,
826,3/8/2015,11,77,2
827,3/8/2015,19,56,1
828,3/9/2015,11,66,3
829,3/9/2015,8,93,2
830,3/9/2015,1,8,3
831,3/9/2015,17,20,2
832,3/10/2015,4,16,3
833,3/10/2015,2,55,1
834,3/10/2015,9,64,2
835,3/10/2015,11,83,1
836,3/11/2015,13,89,3
837,3/11/2015,11,86,1
838,3/11/2015,15,17,1
839,3/11/2015,10,18,3
840,3/11/2015,15,65,3
841,3/11/2015,7,50,
842,3/11/2015,1,80,1
843,3/12/2015,13,1,3
844,3/12/2015,7,12,3
845,3/12/2015,18,74,1
846,3/12/2015,14,13,
847,3/13/2015,8,13,1
848,3/13/2015,17,64,1
849,3/13/2015,18,75,
850,3/13/2015,9,67,2
851,3/13/2015,3,41,2
852,3/14/2015,8,93,2
853,3/14/2015,17,31,2
854,3/14/2015,13,60,
855,3/14/2015,8,48,2
856,3/14/2015,20,27,1
857,3/14/2015,12,88,
858,3/14/2015,11,21,2
859,3/14/2015,7,73,1
860,3/14/2015,6,1,1
861,3/15/2015,8,43,1
862,3/15/2015,17,57,3
863,3/15/2015,12,47,2
864,3/15/2015,15,59,2
865,3/15/2015,17,29,2
866,3/15/2015,7,49,2
867,3/15/2015,19,54,3
868,3/15/2015,8,94,3
869,3/16/2015,18,54,
870,3/16/2015,5,5,3
871,3/16/2015,20,57,
872,3/16/2015,13,27,
873,3/16/2015,6,90,
874,3/16/2015,4,8,
875,3/17/2015,9,22,1
876,3/18/2015,15,93,3
877,3/18/2015,13,6,2
878,3/18/2015,14,15,
879,3/18/2015,7,86,1
880,3/18/2015,2,66,1
881,3/18/2015,2,10,3
882,3/18/2015,2,4,3
883,3/18/2015,19,79,2
884,3/18/2015,1,87,2
885,3/18/2015,7,6,2
886,3/18/2015,12,73,1
887,3/18/2015,14,59,3
888,3/18/2015,8,58,1
889,3/19/2015,6,12,3
890,3/19/2015,6,37,1
891,3/19/2015,16,56,2
892,3/19/2015,8,48,1
893,3/19/2015,15,16,1
894,3/19/2015,3,7,2
895,3/20/2015,12,3,2
896,3/20/2015,19,79,3
897,3/20/2015,14,44,3
898,3/20/2015,14,33,3
899,3/21/2015,3,24,1
900,3/21/2015,8,6,2
901,3/22/2015,7,82,3
902,3/22/2015,2,5,1
903,3/23/2015,16,70,2
904,3/23/2015,11,55,3
905,3/23/2015,9,60,1
906,3/24/2015,6,75,3
907,3/24/2015,16,26,1
908,3/24/2015,5,33,1
909,3/25/2015,18,8,2
910,3/25/2015,7,22,3
911,3/25/2015,3,12,3
912,3/25/2015,10,5,1
913,3/25/2015,13,84,1
914,3/25/2015,7,59,2
915,3/25/2015,20,92,1
916,3/25/2015,9,88,3
917,3/25/2015,9,93,1
918,3/26/2015,4,52,2
919,3/26/2015,16,35,2
920,3/26/2015,6,43,2
921,3/27/2015,20,36,3
922,3/27/2015,3,90,2
923,3/27/2015,13,42,2
924,3/27/2015,12,12,
925,3/27/2015,15,24,
926,3/27/2015,8,80,3
927,3/28/2015,10,40,2
928,3/28/2015,3,33,1
929,3/28/2015,7,44,3
930,3/28/2015,11,46,1
931,3/28/2015,11,45,3
932,3/29/2015,2,4,3
933,3/29/2015,11,67,2
934,3/29/2015,16,51,1
935,3/29/2015,17,76,2
936,3/29/2015,2,26,3
937,3/29/2015,4,12,3
938,3/30/2015,3,47,3
939,3/30/2015,3,85,1
940,3/30/2015,10,52,1
941,3/30/2015,15,56,1
942,3/30/2015,13,90,3
943,3/30/2015,20,61,2
944,3/30/2015,11,86,
945,3/30/2015,10,78,2
946,3/30/2015,9,55,3
947,3/30/2015,12,89,3
948,3/31/2015,4,52,2
